Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S01-A19,preamp neat,Unknown,50,GAPDH,Test,5.48784973650314,0.56,Fail,0.054349316579291
S01-A20,preamp neat,Unknown,50,GAPDH,Test,5.28724766516738,0.57,Fail,0.054349316579291
S01-A21,preamp neat,Unknown,50,GAPDH,Test,5.08115663190403,0.58,Fail,0.054349316579291
S01-A22,preamp neat,Unknown,50,GAPDH,Test,5.50091852713808,0.56,Fail,0.054349316579291
S01-A23,preamp neat,Unknown,50,GAPDH,Test,5.26780213316718,0.54,Fail,0.054349316579291
S01-A24,preamp neat,Unknown,50,GAPDH,Test,5.07892105814002,0.56,Fail,0.054349316579291
S01-A25,preamp neat,Unknown,50,HPRT,Test,10.4150014131093,0.91,Pass,0.054349316579291
S01-A26,preamp neat,Unknown,50,HPRT,Test,10.3552826114129,0.89,Pass,0.054349316579291
S01-A27,preamp neat,Unknown,50,HPRT,Test,10.1789193827681,0.9,Pass,0.054349316579291
S01-A28,preamp neat,Unknown,50,HPRT,Test,10.3701085386713,0.89,Pass,0.054349316579291
S01-A29,preamp neat,Unknown,50,HPRT,Test,10.416140191297,0.91,Pass,0.054349316579291
S01-A30,preamp neat,Unknown,50,HPRT,Test,10.3830208369524,0.9,Pass,0.054349316579291
S01-A31,preamp neat,Unknown,50,HPRT,Test,10.2731762140384,0.91,Pass,0.054349316579291
S01-A32,preamp neat,Unknown,50,HPRT,Test,10.300155891737,0.92,Pass,0.054349316579291
S01-A33,preamp neat,Unknown,50,HPRT,Test,10.4310742650436,0.87,Pass,0.054349316579291
S01-A34,preamp neat,Unknown,50,HPRT,Test,10.5535148559315,0.92,Pass,0.054349316579291
S01-A35,preamp neat,Unknown,50,HPRT,Test,10.2939202085919,0.85,Pass,0.054349316579291
S01-A36,preamp neat,Unknown,50,HPRT,Test,9.96217138529646,0.86,Pass,0.054349316579291
S01-A37,preamp neat,Unknown,50,SDHA,Test,12.1850906139183,0.88,Pass,0.054349316579291
S01-A38,preamp neat,Unknown,50,SDHA,Test,11.8353936933327,0.89,Pass,0.054349316579291
S01-A39,preamp neat,Unknown,50,SDHA,Test,11.6403422155312,0.91,Pass,0.054349316579291
S01-A40,preamp neat,Unknown,50,SDHA,Test,12.0715844331576,0.9,Pass,0.054349316579291
S01-A41,preamp neat,Unknown,50,SDHA,Test,11.8166821753619,0.91,Pass,0.054349316579291
S01-A42,preamp neat,Unknown,50,SDHA,Test,11.8725841603638,0.89,Pass,0.054349316579291
S01-A43,preamp neat,Unknown,50,SDHA,Test,12.070862164493,0.92,Pass,0.054349316579291
S01-A44,preamp neat,Unknown,50,SDHA,Test,11.7889144016454,0.91,Pass,0.054349316579291
S01-A45,preamp neat,Unknown,50,SDHA,Test,11.6049596969041,0.91,Pass,0.054349316579291
S01-A46,preamp neat,Unknown,50,SDHA,Test,11.7757353478741,0.86,Pass,0.054349316579291
S01-A47,preamp neat,Unknown,50,SDHA,Test,11.6340153930642,0.9,Pass,0.054349316579291
S01-A48,preamp neat,Unknown,50,SDHA,Test,11.3449962892267,0.92,Pass,0.054349316579291
S45-A01,no preamp,Unknown,0.05,b actin,Test,30.5327448391618,0.83,Pass,0.054349316579291
S45-A02,no preamp,Unknown,0.05,b actin,Test,999,0,Fail,0.054349316579291
S45-A03,no preamp,Unknown,0.05,b actin,Test,29.8929165972984,0.88,Pass,0.054349316579291
S45-A04,no preamp,Unknown,0.05,b actin,Test,34.8544960118306,0.89,Pass,0.054349316579291
S45-A05,no preamp,Unknown,0.05,b actin,Test,999,0,Fail,0.054349316579291
S45-A06,no preamp,Unknown,0.05,b actin,Test,29.8646426223657,0.87,Pass,0.054349316579291
S45-A07,no preamp,Unknown,0.05,b actin,Test,30.5956856494767,0.87,Pass,0.054349316579291
S45-A08,no preamp,Unknown,0.05,b actin,Test,31.9141850227402,0.74,Pass,0.054349316579291
S45-A09,no preamp,Unknown,0.05,b actin,Test,31.1898646427293,0.78,Pass,0.054349316579291
S45-A10,no preamp,Unknown,0.05,b actin,Test,32.3908921507372,0.88,Pass,0.054349316579291
S45-A11,no preamp,Unknown,0.05,b actin,Test,37.3504915532072,0.52,Fail,0.054349316579291
S45-A12,no preamp,Unknown,0.05,b actin,Test,30.7793767990595,0.87,Pass,0.054349316579291
S45-A13,no preamp,Unknown,0.05,GAPDH,Test,24.4270750587021,0.93,Pass,0.054349316579291
S45-A14,no preamp,Unknown,0.05,GAPDH,Test,25.1232958685976,0.92,Pass,0.054349316579291
S45-A15,no preamp,Unknown,0.05,GAPDH,Test,24.8283951709465,0.87,Pass,0.054349316579291
S45-A16,no preamp,Unknown,0.05,GAPDH,Test,26.6804959959411,0.85,Pass,0.054349316579291
S45-A17,no preamp,Unknown,0.05,GAPDH,Test,26.9444721107867,0.9,Pass,0.054349316579291
S45-A18,no preamp,Unknown,0.05,GAPDH,Test,24.2050128251456,0.92,Pass,0.054349316579291
S45-A19,no preamp,Unknown,0.05,GAPDH,Test,24.8471413697373,0.92,Pass,0.054349316579291
S45-A20,no preamp,Unknown,0.05,GAPDH,Test,24.7045238555829,0.92,Pass,0.054349316579291
S45-A21,no preamp,Unknown,0.05,GAPDH,Test,25.3170661971691,0.91,Pass,0.054349316579291
S45-A22,no preamp,Unknown,0.05,GAPDH,Test,26.3942324302528,0.92,Pass,0.054349316579291
S45-A23,no preamp,Unknown,0.05,GAPDH,Test,24.8411504836313,0.92,Pass,0.054349316579291
S45-A24,no preamp,Unknown,0.05,GAPDH,Test,24.966438451966,0.91,Pass,0.054349316579291
S45-A25,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A26,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A27,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A28,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A29,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A30,no preamp,Unknown,0.05,HPRT,Test,28.5106439729455,0.9,Pass,0.054349316579291
S45-A31,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A32,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A33,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A34,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A35,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A36,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S45-A37,no preamp,Unknown,0.05,SDHA,Test,31.9315819675946,0.64,Fail,0.054349316579291
S45-A38,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A39,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A40,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A41,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A42,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A43,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A44,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A45,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A46,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S45-A47,no preamp,Unknown,0.05,SDHA,Test,30.7396292573593,0.85,Pass,0.054349316579291
S45-A48,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S06-A01,preamp neat,Unknown,50,b actin,Test,7.1809638599689,0.81,Pass,0.054349316579291
S06-A02,preamp neat,Unknown,50,b actin,Test,7.47068340646342,0.73,Pass,0.054349316579291
S06-A03,preamp neat,Unknown,50,b actin,Test,7.28494193651228,0.75,Pass,0.054349316579291
S06-A04,preamp neat,Unknown,50,b actin,Test,7.56168873845574,0.74,Pass,0.054349316579291
S06-A05,preamp neat,Unknown,50,b actin,Test,7.16536986050456,0.75,Pass,0.054349316579291
S06-A06,preamp neat,Unknown,50,b actin,Test,6.92079155059038,0.76,Pass,0.054349316579291
S06-A07,preamp neat,Unknown,50,b actin,Test,7.27457920024219,0.75,Pass,0.054349316579291
S06-A08,preamp neat,Unknown,50,b actin,Test,7.26980474276202,0.75,Pass,0.054349316579291
S06-A09,preamp neat,Unknown,50,b actin,Test,7.10656223627804,0.72,Pass,0.054349316579291
S06-A10,preamp neat,Unknown,50,b actin,Test,7.53183152402706,0.72,Pass,0.054349316579291
S06-A11,preamp neat,Unknown,50,b actin,Test,7.35378809208539,0.74,Pass,0.054349316579291
S06-A12,preamp neat,Unknown,50,b actin,Test,7.03872965665703,0.73,Pass,0.054349316579291
S06-A13,preamp neat,Unknown,50,GAPDH,Test,5.64809149784407,0.58,Fail,0.054349316579291
S06-A14,preamp neat,Unknown,50,GAPDH,Test,5.53491393061229,0.66,Pass,0.054349316579291
S06-A15,preamp neat,Unknown,50,GAPDH,Test,5.25932730044662,0.58,Fail,0.054349316579291
S06-A16,preamp neat,Unknown,50,GAPDH,Test,5.65808166015294,0.64,Fail,0.054349316579291
S06-A17,preamp neat,Unknown,50,GAPDH,Test,5.54096924501273,0.56,Fail,0.054349316579291
S06-A18,preamp neat,Unknown,50,GAPDH,Test,5.20830944115971,0.57,Fail,0.054349316579291
S06-A19,preamp neat,Unknown,50,GAPDH,Test,5.67091678127078,0.56,Fail,0.054349316579291
S06-A20,preamp neat,Unknown,50,GAPDH,Test,5.47431884848722,0.67,Pass,0.054349316579291
S06-A21,preamp neat,Unknown,50,GAPDH,Test,5.24023117296703,0.57,Fail,0.054349316579291
S06-A22,preamp neat,Unknown,50,GAPDH,Test,5.62991960604821,0.55,Fail,0.054349316579291
S06-A23,preamp neat,Unknown,50,GAPDH,Test,5.37587813392647,0.58,Fail,0.054349316579291
S06-A24,preamp neat,Unknown,50,GAPDH,Test,5.21869742165491,0.56,Fail,0.054349316579291
S06-A25,preamp neat,Unknown,50,HPRT,Test,10.5570337370418,0.88,Pass,0.054349316579291
S06-A26,preamp neat,Unknown,50,HPRT,Test,10.58365768209,0.92,Pass,0.054349316579291
S06-A27,preamp neat,Unknown,50,HPRT,Test,10.3350864497461,0.87,Pass,0.054349316579291
S06-A28,preamp neat,Unknown,50,HPRT,Test,10.4916444873732,0.88,Pass,0.054349316579291
S06-A29,preamp neat,Unknown,50,HPRT,Test,10.6208168607782,0.9,Pass,0.054349316579291
S06-A30,preamp neat,Unknown,50,HPRT,Test,10.5153866555848,0.9,Pass,0.054349316579291
S06-A31,preamp neat,Unknown,50,HPRT,Test,10.5020564936649,0.92,Pass,0.054349316579291
S06-A32,preamp neat,Unknown,50,HPRT,Test,10.4816521175343,0.86,Pass,0.054349316579291
S06-A33,preamp neat,Unknown,50,HPRT,Test,10.5288345506093,0.92,Pass,0.054349316579291
S06-A34,preamp neat,Unknown,50,HPRT,Test,10.6782115133645,0.89,Pass,0.054349316579291
S06-A35,preamp neat,Unknown,50,HPRT,Test,10.390650985048,0.88,Pass,0.054349316579291
S06-A36,preamp neat,Unknown,50,HPRT,Test,10.0877300294999,0.87,Pass,0.054349316579291
S06-A37,preamp neat,Unknown,50,SDHA,Test,12.3446732207813,0.9,Pass,0.054349316579291
S06-A38,preamp neat,Unknown,50,SDHA,Test,12.0097086507667,0.91,Pass,0.054349316579291
S06-A39,preamp neat,Unknown,50,SDHA,Test,11.7130151914221,0.92,Pass,0.054349316579291
S06-A40,preamp neat,Unknown,50,SDHA,Test,12.2944054021449,0.89,Pass,0.054349316579291
S06-A41,preamp neat,Unknown,50,SDHA,Test,11.9963598158155,0.92,Pass,0.054349316579291
S06-A42,preamp neat,Unknown,50,SDHA,Test,11.9160202934015,0.91,Pass,0.054349316579291
S06-A43,preamp neat,Unknown,50,SDHA,Test,12.2033745590764,0.9,Pass,0.054349316579291
S06-A44,preamp neat,Unknown,50,SDHA,Test,11.7831189762482,0.93,Pass,0.054349316579291
S06-A45,preamp neat,Unknown,50,SDHA,Test,11.7408493101395,0.91,Pass,0.054349316579291
S06-A46,preamp neat,Unknown,50,SDHA,Test,11.9510359232703,0.91,Pass,0.054349316579291
S06-A47,preamp neat,Unknown,50,SDHA,Test,11.7532632716358,0.87,Pass,0.054349316579291
S06-A48,preamp neat,Unknown,50,SDHA,Test,11.4678634872238,0.95,Pass,0.054349316579291
S44-A01,no preamp,Unknown,0.05,b actin,Test,36.4175440716412,0.85,Pass,0.054349316579291
S44-A02,no preamp,Unknown,0.05,b actin,Test,31.0160486453346,0.85,Pass,0.054349316579291
S44-A03,no preamp,Unknown,0.05,b actin,Test,30.4940288583783,0.86,Pass,0.054349316579291
S44-A04,no preamp,Unknown,0.05,b actin,Test,29.8464292951142,0.87,Pass,0.054349316579291
S44-A05,no preamp,Unknown,0.05,b actin,Test,999,0,Fail,0.054349316579291
S44-A06,no preamp,Unknown,0.05,b actin,Test,29.8919434315807,0.88,Pass,0.054349316579291
S44-A07,no preamp,Unknown,0.05,b actin,Test,30.2088555160369,0.87,Pass,0.054349316579291
S44-A08,no preamp,Unknown,0.05,b actin,Test,28.9893366933418,0.87,Pass,0.054349316579291
S44-A09,no preamp,Unknown,0.05,b actin,Test,29.2046946754284,0.86,Pass,0.054349316579291
S44-A10,no preamp,Unknown,0.05,b actin,Test,31.1318166081261,0.87,Pass,0.054349316579291
S44-A11,no preamp,Unknown,0.05,b actin,Test,28.4892014352691,0.87,Pass,0.054349316579291
S44-A12,no preamp,Unknown,0.05,b actin,Test,30.372110150932,0.87,Pass,0.054349316579291
S44-A13,no preamp,Unknown,0.05,GAPDH,Test,23.8379471945597,0.92,Pass,0.054349316579291
S44-A14,no preamp,Unknown,0.05,GAPDH,Test,26.0941574755987,0.85,Pass,0.054349316579291
S44-A15,no preamp,Unknown,0.05,GAPDH,Test,24.0384788768333,0.92,Pass,0.054349316579291
S44-A16,no preamp,Unknown,0.05,GAPDH,Test,25.3140875526937,0.93,Pass,0.054349316579291
S44-A17,no preamp,Unknown,0.05,GAPDH,Test,25.1821569606061,0.92,Pass,0.054349316579291
S44-A18,no preamp,Unknown,0.05,GAPDH,Test,23.6199291262317,0.92,Pass,0.054349316579291
S44-A19,no preamp,Unknown,0.05,GAPDH,Test,24.6714991602647,0.92,Pass,0.054349316579291
S44-A20,no preamp,Unknown,0.05,GAPDH,Test,24.5570098761249,0.92,Pass,0.054349316579291
S44-A21,no preamp,Unknown,0.05,GAPDH,Test,25.5392531787263,0.91,Pass,0.054349316579291
S44-A22,no preamp,Unknown,0.05,GAPDH,Test,24.4278442634987,0.93,Pass,0.054349316579291
S44-A23,no preamp,Unknown,0.05,GAPDH,Test,24.7496099814395,0.88,Pass,0.054349316579291
S44-A24,no preamp,Unknown,0.05,GAPDH,Test,25.2457308110957,0.91,Pass,0.054349316579291
S44-A25,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A26,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A27,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A28,no preamp,Unknown,0.05,HPRT,Test,28.2751402223836,0.87,Pass,0.054349316579291
S44-A29,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A30,no preamp,Unknown,0.05,HPRT,Test,28.1640380153462,0.88,Pass,0.054349316579291
S44-A31,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A32,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A33,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A34,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A35,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A36,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S44-A37,no preamp,Unknown,0.05,SDHA,Test,31.397279205892,0.83,Pass,0.054349316579291
S44-A38,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A39,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A40,no preamp,Unknown,0.05,SDHA,Test,31.1395190311114,0.86,Pass,0.054349316579291
S44-A41,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A42,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A43,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A44,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A45,no preamp,Unknown,0.05,SDHA,Test,30.7866324383185,0.85,Pass,0.054349316579291
S44-A46,no preamp,Unknown,0.05,SDHA,Test,30.7589961725412,0.84,Pass,0.054349316579291
S44-A47,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S44-A48,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S05-A01,preamp neat,Unknown,50,b actin,Test,7.78277319286039,0.75,Pass,0.054349316579291
S05-A02,preamp neat,Unknown,50,b actin,Test,7.99940993567152,0.76,Pass,0.054349316579291
S05-A03,preamp neat,Unknown,50,b actin,Test,7.83458565545415,0.76,Pass,0.054349316579291
S05-A04,preamp neat,Unknown,50,b actin,Test,8.15586074263621,0.73,Pass,0.054349316579291
S05-A05,preamp neat,Unknown,50,b actin,Test,7.77458617968746,0.74,Pass,0.054349316579291
S05-A06,preamp neat,Unknown,50,b actin,Test,7.50927335078798,0.76,Pass,0.054349316579291
S05-A07,preamp neat,Unknown,50,b actin,Test,7.88192354215044,0.73,Pass,0.054349316579291
S05-A08,preamp neat,Unknown,50,b actin,Test,7.85896437574339,0.75,Pass,0.054349316579291
S05-A09,preamp neat,Unknown,50,b actin,Test,7.72217715000497,0.75,Pass,0.054349316579291
S05-A10,preamp neat,Unknown,50,b actin,Test,8.12570730793726,0.72,Pass,0.054349316579291
S05-A11,preamp neat,Unknown,50,b actin,Test,7.98554058320553,0.74,Pass,0.054349316579291
S05-A12,preamp neat,Unknown,50,b actin,Test,7.62480017613983,0.74,Pass,0.054349316579291
S05-A13,preamp neat,Unknown,50,GAPDH,Test,5.93600661000029,0.58,Fail,0.054349316579291
S05-A14,preamp neat,Unknown,50,GAPDH,Test,5.90198112443915,0.58,Fail,0.054349316579291
S05-A15,preamp neat,Unknown,50,GAPDH,Test,5.65532072639795,0.59,Fail,0.054349316579291
S05-A16,preamp neat,Unknown,50,GAPDH,Test,6.03655160305701,0.66,Pass,0.054349316579291
S05-A17,preamp neat,Unknown,50,GAPDH,Test,5.90910428034086,0.57,Fail,0.054349316579291
S05-A18,preamp neat,Unknown,50,GAPDH,Test,5.56555474572122,0.59,Fail,0.054349316579291
S05-A19,preamp neat,Unknown,50,GAPDH,Test,5.98271170605853,0.56,Fail,0.054349316579291
S05-A20,preamp neat,Unknown,50,GAPDH,Test,5.79196934729415,0.57,Fail,0.054349316579291
S05-A21,preamp neat,Unknown,50,GAPDH,Test,5.54622797514285,0.58,Fail,0.054349316579291
S05-A22,preamp neat,Unknown,50,GAPDH,Test,5.9677476464678,0.57,Fail,0.054349316579291
S05-A23,preamp neat,Unknown,50,GAPDH,Test,5.73441290870754,0.58,Fail,0.054349316579291
S05-A24,preamp neat,Unknown,50,GAPDH,Test,5.5650676527036,0.58,Fail,0.054349316579291
S05-A25,preamp neat,Unknown,50,HPRT,Test,11.051084257001,0.91,Pass,0.054349316579291
S05-A26,preamp neat,Unknown,50,HPRT,Test,11.018421275843,0.85,Pass,0.054349316579291
S05-A27,preamp neat,Unknown,50,HPRT,Test,10.772727849252,0.81,Pass,0.054349316579291
S05-A28,preamp neat,Unknown,50,HPRT,Test,10.908185723493,0.86,Pass,0.054349316579291
S05-A29,preamp neat,Unknown,50,HPRT,Test,11.1648720357211,0.88,Pass,0.054349316579291
S05-A30,preamp neat,Unknown,50,HPRT,Test,10.9987177276176,0.86,Pass,0.054349316579291
S05-A31,preamp neat,Unknown,50,HPRT,Test,10.9531190675576,0.84,Pass,0.054349316579291
S05-A32,preamp neat,Unknown,50,HPRT,Test,10.9206281981529,0.87,Pass,0.054349316579291
S05-A33,preamp neat,Unknown,50,HPRT,Test,11.117145527218,0.87,Pass,0.054349316579291
S05-A34,preamp neat,Unknown,50,HPRT,Test,11.1772069046388,0.88,Pass,0.054349316579291
S05-A35,preamp neat,Unknown,50,HPRT,Test,10.9259274194806,0.87,Pass,0.054349316579291
S05-A36,preamp neat,Unknown,50,HPRT,Test,10.6495771212841,0.81,Pass,0.054349316579291
S05-A37,preamp neat,Unknown,50,SDHA,Test,13.2660246742184,0.9,Pass,0.054349316579291
S05-A38,preamp neat,Unknown,50,SDHA,Test,12.9339240659278,0.9,Pass,0.054349316579291
S05-A39,preamp neat,Unknown,50,SDHA,Test,12.5406289769372,0.91,Pass,0.054349316579291
S05-A40,preamp neat,Unknown,50,SDHA,Test,13.017453704912,0.92,Pass,0.054349316579291
S05-A41,preamp neat,Unknown,50,SDHA,Test,12.579049885674,0.92,Pass,0.054349316579291
S05-A42,preamp neat,Unknown,50,SDHA,Test,12.8212473566704,0.88,Pass,0.054349316579291
S05-A43,preamp neat,Unknown,50,SDHA,Test,12.9670866341898,0.91,Pass,0.054349316579291
S05-A44,preamp neat,Unknown,50,SDHA,Test,12.7233676695056,0.92,Pass,0.054349316579291
S05-A45,preamp neat,Unknown,50,SDHA,Test,12.4699728742642,0.9,Pass,0.054349316579291
S05-A46,preamp neat,Unknown,50,SDHA,Test,12.5418085894397,0.91,Pass,0.054349316579291
S05-A47,preamp neat,Unknown,50,SDHA,Test,12.3778910623925,0.91,Pass,0.054349316579291
S05-A48,preamp neat,Unknown,50,SDHA,Test,12.1201925062864,0.93,Pass,0.054349316579291
S43-A01,no preamp,Unknown,0.05,b actin,Test,34.9888514689757,0.93,Pass,0.054349316579291
S43-A02,no preamp,Unknown,0.05,b actin,Test,32.4697932506887,0.87,Pass,0.054349316579291
S43-A03,no preamp,Unknown,0.05,b actin,Test,999,0,Fail,0.054349316579291
S43-A04,no preamp,Unknown,0.05,b actin,Test,30.6142961590187,0.87,Pass,0.054349316579291
S43-A05,no preamp,Unknown,0.05,b actin,Test,32.0000510136655,0.88,Pass,0.054349316579291
S43-A06,no preamp,Unknown,0.05,b actin,Test,29.1328128385439,0.87,Pass,0.054349316579291
S43-A07,no preamp,Unknown,0.05,b actin,Test,28.6393248101415,0.88,Pass,0.054349316579291
S43-A08,no preamp,Unknown,0.05,b actin,Test,31.0427512272017,0.87,Pass,0.054349316579291
S43-A09,no preamp,Unknown,0.05,b actin,Test,31.5409790150915,0.88,Pass,0.054349316579291
S43-A10,no preamp,Unknown,0.05,b actin,Test,29.3934383148693,0.79,Pass,0.054349316579291
S43-A11,no preamp,Unknown,0.05,b actin,Test,38.5548739428488,0.59,Fail,0.054349316579291
S43-A12,no preamp,Unknown,0.05,b actin,Test,29.2437408598679,0.87,Pass,0.054349316579291
S43-A13,no preamp,Unknown,0.05,GAPDH,Test,24.3356473722923,0.92,Pass,0.054349316579291
S43-A14,no preamp,Unknown,0.05,GAPDH,Test,24.9750353186193,0.92,Pass,0.054349316579291
S43-A15,no preamp,Unknown,0.05,GAPDH,Test,23.7147947268593,0.92,Pass,0.054349316579291
S43-A16,no preamp,Unknown,0.05,GAPDH,Test,26.1126740109084,0.92,Pass,0.054349316579291
S43-A17,no preamp,Unknown,0.05,GAPDH,Test,24.2863124136661,0.92,Pass,0.054349316579291
S43-A18,no preamp,Unknown,0.05,GAPDH,Test,24.662033511687,0.89,Pass,0.054349316579291
S43-A19,no preamp,Unknown,0.05,GAPDH,Test,24.4536472112646,0.92,Pass,0.054349316579291
S43-A20,no preamp,Unknown,0.05,GAPDH,Test,24.5215070001807,0.92,Pass,0.054349316579291
S43-A21,no preamp,Unknown,0.05,GAPDH,Test,23.8234503079553,0.92,Pass,0.054349316579291
S43-A22,no preamp,Unknown,0.05,GAPDH,Test,24.981156573548,0.92,Pass,0.054349316579291
S43-A23,no preamp,Unknown,0.05,GAPDH,Test,24.6783822416871,0.92,Pass,0.054349316579291
S43-A24,no preamp,Unknown,0.05,GAPDH,Test,24.3924162300266,0.88,Pass,0.054349316579291
S43-A25,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A26,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A27,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A28,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A29,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A30,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A31,no preamp,Unknown,0.05,HPRT,Test,28.5354628187237,0.88,Pass,0.054349316579291
S43-A32,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A33,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A34,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A35,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A36,no preamp,Unknown,0.05,HPRT,Test,999,0,Fail,0.054349316579291
S43-A37,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A38,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A39,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A40,no preamp,Unknown,0.05,SDHA,Test,31.0184337756862,0.74,Pass,0.054349316579291
S43-A41,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A42,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A43,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A44,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A45,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A46,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S43-A47,no preamp,Unknown,0.05,SDHA,Test,31.8749091866656,0.89,Pass,0.054349316579291
S43-A48,no preamp,Unknown,0.05,SDHA,Test,999,0,Fail,0.054349316579291
S04-A01,preamp neat,Unknown,50,b actin,Test,7.28493009716002,0.72,Pass,0.054349316579291
S04-A02,preamp neat,Unknown,50,b actin,Test,7.52387269102647,0.81,Pass,0.054349316579291
S04-A03,preamp neat,Unknown,50,b actin,Test,7.34837119419559,0.8,Pass,0.054349316579291
S04-A04,preamp neat,Unknown,50,b actin,Test,7.58841496345934,0.74,Pass,0.054349316579291
S04-A05,preamp neat,Unknown,50,b actin,Test,7.24079165655559,0.72,Pass,0.054349316579291
S04-A06,preamp neat,Unknown,50,b actin,Test,6.97938786236102,0.72,Pass,0.054349316579291
