Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S19-A40,preamp 1:1000,Unknown,0.05,SDHA,Test,24.073403219519,0.9,Pass,0.054349316579291
S19-A41,preamp 1:1000,Unknown,0.05,SDHA,Test,23.5565569788002,0.88,Pass,0.054349316579291
S19-A42,preamp 1:1000,Unknown,0.05,SDHA,Test,23.7015780524257,0.9,Pass,0.054349316579291
S19-A43,preamp 1:1000,Unknown,0.05,SDHA,Test,24.3295946328361,0.87,Pass,0.054349316579291
S19-A44,preamp 1:1000,Unknown,0.05,SDHA,Test,23.4773210457314,0.9,Pass,0.054349316579291
S19-A45,preamp 1:1000,Unknown,0.05,SDHA,Test,23.9905433165408,0.89,Pass,0.054349316579291
S19-A46,preamp 1:1000,Unknown,0.05,SDHA,Test,23.5568629424247,0.87,Pass,0.054349316579291
S19-A47,preamp 1:1000,Unknown,0.05,SDHA,Test,23.5925397825,0.87,Pass,0.054349316579291
S19-A48,preamp 1:1000,Unknown,0.05,SDHA,Test,22.9835206365261,0.89,Pass,0.054349316579291
S27-A01,no preamp,Unknown,50,b actin,Test,27.0680406578988,0.95,Pass,0.054349316579291
S27-A02,no preamp,Unknown,50,b actin,Test,29.8482146056442,0.9,Pass,0.054349316579291
S27-A03,no preamp,Unknown,50,b actin,Test,27.3182115630056,0.94,Pass,0.054349316579291
S27-A04,no preamp,Unknown,50,b actin,Test,26.8296225325696,0.95,Pass,0.054349316579291
S27-A05,no preamp,Unknown,50,b actin,Test,27.1041570595598,0.94,Pass,0.054349316579291
S27-A06,no preamp,Unknown,50,b actin,Test,25.7938240733141,0.94,Pass,0.054349316579291
S27-A07,no preamp,Unknown,50,b actin,Test,25.5104814179203,0.96,Pass,0.054349316579291
S27-A08,no preamp,Unknown,50,b actin,Test,26.3091025776157,0.93,Pass,0.054349316579291
S27-A09,no preamp,Unknown,50,b actin,Test,27.1023697681299,0.93,Pass,0.054349316579291
S27-A10,no preamp,Unknown,50,b actin,Test,27.0133895257527,0.95,Pass,0.054349316579291
S27-A11,no preamp,Unknown,50,b actin,Test,26.6148047511232,0.93,Pass,0.054349316579291
S27-A12,no preamp,Unknown,50,b actin,Test,27.3338992331078,0.91,Pass,0.054349316579291
S27-A13,no preamp,Unknown,50,GAPDH,Test,20.9980633094214,0.9,Pass,0.054349316579291
S27-A14,no preamp,Unknown,50,GAPDH,Test,20.6679007531889,0.91,Pass,0.054349316579291
S27-A15,no preamp,Unknown,50,GAPDH,Test,20.4092618212175,0.89,Pass,0.054349316579291
S27-A16,no preamp,Unknown,50,GAPDH,Test,20.8795902776113,0.87,Pass,0.054349316579291
S27-A17,no preamp,Unknown,50,GAPDH,Test,20.7015266700608,0.92,Pass,0.054349316579291
S27-A18,no preamp,Unknown,50,GAPDH,Test,20.2102860828906,0.89,Pass,0.054349316579291
S27-A19,no preamp,Unknown,50,GAPDH,Test,20.5320115298821,0.92,Pass,0.054349316579291
S27-A20,no preamp,Unknown,50,GAPDH,Test,20.3473612187492,0.9,Pass,0.054349316579291
S27-A21,no preamp,Unknown,50,GAPDH,Test,19.9354399526043,0.88,Pass,0.054349316579291
S27-A22,no preamp,Unknown,50,GAPDH,Test,20.5588058164545,0.92,Pass,0.054349316579291
S27-A23,no preamp,Unknown,50,GAPDH,Test,20.0917931770047,0.91,Pass,0.054349316579291
S27-A24,no preamp,Unknown,50,GAPDH,Test,19.9973093906625,0.91,Pass,0.054349316579291
S27-A25,no preamp,Unknown,50,HPRT,Test,22.5718873340152,0.97,Pass,0.054349316579291
S27-A26,no preamp,Unknown,50,HPRT,Test,22.8600174678681,0.97,Pass,0.054349316579291
S27-A27,no preamp,Unknown,50,HPRT,Test,22.652596394321,0.96,Pass,0.054349316579291
S27-A28,no preamp,Unknown,50,HPRT,Test,22.7150040682396,0.97,Pass,0.054349316579291
S27-A29,no preamp,Unknown,50,HPRT,Test,22.826043960751,0.97,Pass,0.054349316579291
S27-A30,no preamp,Unknown,50,HPRT,Test,22.9093862023938,0.97,Pass,0.054349316579291
S27-A31,no preamp,Unknown,50,HPRT,Test,22.5382645816809,0.96,Pass,0.054349316579291
S27-A32,no preamp,Unknown,50,HPRT,Test,22.9128048387122,0.96,Pass,0.054349316579291
S27-A33,no preamp,Unknown,50,HPRT,Test,23.1741665142427,0.96,Pass,0.054349316579291
S27-A34,no preamp,Unknown,50,HPRT,Test,23.2537032374494,0.97,Pass,0.054349316579291
S27-A35,no preamp,Unknown,50,HPRT,Test,22.9621133710422,0.97,Pass,0.054349316579291
S27-A36,no preamp,Unknown,50,HPRT,Test,22.1736349506988,0.94,Pass,0.054349316579291
S27-A37,no preamp,Unknown,50,SDHA,Test,20.0023586185509,0.93,Pass,0.054349316579291
S27-A38,no preamp,Unknown,50,SDHA,Test,19.876856831963,0.92,Pass,0.054349316579291
S27-A39,no preamp,Unknown,50,SDHA,Test,19.4809612889669,0.91,Pass,0.054349316579291
S27-A40,no preamp,Unknown,50,SDHA,Test,20.0149556652047,0.94,Pass,0.054349316579291
S27-A41,no preamp,Unknown,50,SDHA,Test,19.7769197806869,0.93,Pass,0.054349316579291
S27-A42,no preamp,Unknown,50,SDHA,Test,19.8213773985166,0.93,Pass,0.054349316579291
S27-A43,no preamp,Unknown,50,SDHA,Test,20.0930313280905,0.93,Pass,0.054349316579291
S27-A44,no preamp,Unknown,50,SDHA,Test,19.9004538634353,0.91,Pass,0.054349316579291
S27-A45,no preamp,Unknown,50,SDHA,Test,19.7224723873991,0.92,Pass,0.054349316579291
S27-A46,no preamp,Unknown,50,SDHA,Test,20.0841458354242,0.93,Pass,0.054349316579291
S27-A47,no preamp,Unknown,50,SDHA,Test,19.9559093629293,0.92,Pass,0.054349316579291
S27-A48,no preamp,Unknown,50,SDHA,Test,20.0574832470562,0.92,Pass,0.054349316579291
S24-A01,,Unknown,1,b actin,Test,20.560620292492,0.91,Pass,0.054349316579291
S24-A02,,Unknown,1,b actin,Test,20.6218832963835,0.92,Pass,0.054349316579291
S24-A03,,Unknown,1,b actin,Test,20.5668224996056,0.91,Pass,0.054349316579291
S24-A04,,Unknown,1,b actin,Test,20.9608826337598,0.9,Pass,0.054349316579291
S24-A05,,Unknown,1,b actin,Test,20.5508477139241,0.91,Pass,0.054349316579291
S24-A06,,Unknown,1,b actin,Test,20.0843106313742,0.9,Pass,0.054349316579291
S24-A07,,Unknown,1,b actin,Test,20.4742728767873,0.9,Pass,0.054349316579291
S24-A08,,Unknown,1,b actin,Test,20.6146668939215,0.89,Pass,0.054349316579291
S24-A09,,Unknown,1,b actin,Test,20.3599797523548,0.89,Pass,0.054349316579291
S24-A10,,Unknown,1,b actin,Test,21.2868919818555,0.92,Pass,0.054349316579291
S24-A11,,Unknown,1,b actin,Test,20.6327050797941,0.9,Pass,0.054349316579291
S24-A12,,Unknown,1,b actin,Test,20.3888523410934,0.9,Pass,0.054349316579291
S24-A13,,Unknown,1,GAPDH,Test,17.146914944959,0.92,Pass,0.054349316579291
S24-A14,,Unknown,1,GAPDH,Test,17.0120152340176,0.91,Pass,0.054349316579291
S24-A15,,Unknown,1,GAPDH,Test,16.6896882671163,0.93,Pass,0.054349316579291
S24-A16,,Unknown,1,GAPDH,Test,17.2491439669865,0.92,Pass,0.054349316579291
S24-A17,,Unknown,1,GAPDH,Test,17.1521511986197,0.93,Pass,0.054349316579291
S24-A18,,Unknown,1,GAPDH,Test,16.7234219081923,0.9,Pass,0.054349316579291
S24-A19,,Unknown,1,GAPDH,Test,17.2673396451058,0.92,Pass,0.054349316579291
S24-A20,,Unknown,1,GAPDH,Test,16.8973947282755,0.91,Pass,0.054349316579291
S24-A21,,Unknown,1,GAPDH,Test,16.7135848079074,0.93,Pass,0.054349316579291
S24-A22,,Unknown,1,GAPDH,Test,17.1704057573374,0.91,Pass,0.054349316579291
S24-A23,,Unknown,1,GAPDH,Test,16.8642632332395,0.91,Pass,0.054349316579291
S24-A24,,Unknown,1,GAPDH,Test,16.6188790326224,0.91,Pass,0.054349316579291
S24-A25,,Unknown,1,HPRT,Test,22.4622087746683,0.95,Pass,0.054349316579291
S24-A26,,Unknown,1,HPRT,Test,22.5244864823179,0.95,Pass,0.054349316579291
S24-A27,,Unknown,1,HPRT,Test,22.3839499700746,0.94,Pass,0.054349316579291
S24-A28,,Unknown,1,HPRT,Test,22.3082175377978,0.95,Pass,0.054349316579291
S24-A29,,Unknown,1,HPRT,Test,22.2156973159155,0.94,Pass,0.054349316579291
S24-A30,,Unknown,1,HPRT,Test,22.7238824294991,0.94,Pass,0.054349316579291
S24-A31,,Unknown,1,HPRT,Test,22.1928175700357,0.92,Pass,0.054349316579291
S24-A32,,Unknown,1,HPRT,Test,21.9733163468207,0.94,Pass,0.054349316579291
S24-A33,,Unknown,1,HPRT,Test,22.2408467699218,0.95,Pass,0.054349316579291
S24-A34,,Unknown,1,HPRT,Test,22.597168547014,0.95,Pass,0.054349316579291
S24-A35,,Unknown,1,HPRT,Test,22.5781606106931,0.93,Pass,0.054349316579291
S24-A36,,Unknown,1,HPRT,Test,21.5847939466365,0.94,Pass,0.054349316579291
S24-A37,,Unknown,1,SDHA,Test,24.058207090209,0.89,Pass,0.054349316579291
S24-A38,,Unknown,1,SDHA,Test,24.0422668201419,0.89,Pass,0.054349316579291
S24-A39,,Unknown,1,SDHA,Test,23.5538117101353,0.88,Pass,0.054349316579291
S24-A40,,Unknown,1,SDHA,Test,24.446142821122,0.89,Pass,0.054349316579291
S24-A41,,Unknown,1,SDHA,Test,23.4502045624179,0.83,Pass,0.054349316579291
S24-A42,,Unknown,1,SDHA,Test,23.7684262310903,0.9,Pass,0.054349316579291
S24-A43,,Unknown,1,SDHA,Test,23.9048555857147,0.89,Pass,0.054349316579291
S24-A44,,Unknown,1,SDHA,Test,23.4963138109244,0.86,Pass,0.054349316579291
S24-A45,,Unknown,1,SDHA,Test,23.1618427094314,0.9,Pass,0.054349316579291
S24-A46,,Unknown,1,SDHA,Test,23.3892446978263,0.89,Pass,0.054349316579291
S24-A47,,Unknown,1,SDHA,Test,23.6976573724175,0.89,Pass,0.054349316579291
S24-A48,,Unknown,1,SDHA,Test,22.8138166578132,0.91,Pass,0.054349316579291
S26-A01,no preamp,Unknown,50,b actin,Test,29.5090353496577,0.87,Pass,0.054349316579291
S26-A02,no preamp,Unknown,50,b actin,Test,28.264677409808,0.94,Pass,0.054349316579291
S26-A03,no preamp,Unknown,50,b actin,Test,26.7527062151479,0.95,Pass,0.054349316579291
S26-A04,no preamp,Unknown,50,b actin,Test,28.8276380471014,0.9,Pass,0.054349316579291
S26-A05,no preamp,Unknown,50,b actin,Test,27.0256713214167,0.94,Pass,0.054349316579291
S26-A06,no preamp,Unknown,50,b actin,Test,27.9369487786072,0.91,Pass,0.054349316579291
S26-A07,no preamp,Unknown,50,b actin,Test,29.7138527541336,0.91,Pass,0.054349316579291
S26-A08,no preamp,Unknown,50,b actin,Test,31.4020913328112,0.88,Pass,0.054349316579291
S26-A09,no preamp,Unknown,50,b actin,Test,25.1668481606172,0.96,Pass,0.054349316579291
S26-A10,no preamp,Unknown,50,b actin,Test,27.3206902545122,0.93,Pass,0.054349316579291
S26-A11,no preamp,Unknown,50,b actin,Test,26.6177060774851,0.92,Pass,0.054349316579291
S26-A12,no preamp,Unknown,50,b actin,Test,25.1464035215132,0.95,Pass,0.054349316579291
S26-A13,no preamp,Unknown,50,GAPDH,Test,21.5094480719781,0.89,Pass,0.054349316579291
S26-A14,no preamp,Unknown,50,GAPDH,Test,21.3470933312819,0.92,Pass,0.054349316579291
S26-A15,no preamp,Unknown,50,GAPDH,Test,21.1207011481021,0.9,Pass,0.054349316579291
S26-A16,no preamp,Unknown,50,GAPDH,Test,21.4674868878761,0.89,Pass,0.054349316579291
S26-A17,no preamp,Unknown,50,GAPDH,Test,21.3405899109568,0.91,Pass,0.054349316579291
S26-A18,no preamp,Unknown,50,GAPDH,Test,20.9054031778721,0.9,Pass,0.054349316579291
S26-A19,no preamp,Unknown,50,GAPDH,Test,21.2819157985522,0.9,Pass,0.054349316579291
S26-A20,no preamp,Unknown,50,GAPDH,Test,20.9803814835638,0.91,Pass,0.054349316579291
S26-A21,no preamp,Unknown,50,GAPDH,Test,20.6812384192201,0.92,Pass,0.054349316579291
S26-A22,no preamp,Unknown,50,GAPDH,Test,21.2012311253041,0.9,Pass,0.054349316579291
S26-A23,no preamp,Unknown,50,GAPDH,Test,20.8098059473089,0.89,Pass,0.054349316579291
S26-A24,no preamp,Unknown,50,GAPDH,Test,20.6752081108543,0.89,Pass,0.054349316579291
S26-A25,no preamp,Unknown,50,HPRT,Test,23.5782927591718,0.96,Pass,0.054349316579291
S26-A26,no preamp,Unknown,50,HPRT,Test,23.4217483920309,0.97,Pass,0.054349316579291
S26-A27,no preamp,Unknown,50,HPRT,Test,23.1260278946767,0.96,Pass,0.054349316579291
S26-A28,no preamp,Unknown,50,HPRT,Test,23.2081785883152,0.96,Pass,0.054349316579291
S26-A29,no preamp,Unknown,50,HPRT,Test,23.3343254078627,0.97,Pass,0.054349316579291
S26-A30,no preamp,Unknown,50,HPRT,Test,23.2544900036581,0.97,Pass,0.054349316579291
S26-A31,no preamp,Unknown,50,HPRT,Test,23.0852971694718,0.97,Pass,0.054349316579291
S26-A32,no preamp,Unknown,50,HPRT,Test,23.2474434011229,0.96,Pass,0.054349316579291
S26-A33,no preamp,Unknown,50,HPRT,Test,23.5176538413668,0.97,Pass,0.054349316579291
S26-A34,no preamp,Unknown,50,HPRT,Test,23.7422915475345,0.97,Pass,0.054349316579291
S26-A35,no preamp,Unknown,50,HPRT,Test,23.1311445085256,0.97,Pass,0.054349316579291
S26-A36,no preamp,Unknown,50,HPRT,Test,22.9714310048266,0.95,Pass,0.054349316579291
S26-A37,no preamp,Unknown,50,SDHA,Test,20.1825275334886,0.91,Pass,0.054349316579291
S26-A38,no preamp,Unknown,50,SDHA,Test,20.1344851568447,0.91,Pass,0.054349316579291
S26-A39,no preamp,Unknown,50,SDHA,Test,19.6663092105049,0.92,Pass,0.054349316579291
S26-A40,no preamp,Unknown,50,SDHA,Test,20.3285683007502,0.92,Pass,0.054349316579291
S26-A41,no preamp,Unknown,50,SDHA,Test,20.002051093742,0.91,Pass,0.054349316579291
S26-A42,no preamp,Unknown,50,SDHA,Test,20.0306244560247,0.93,Pass,0.054349316579291
S26-A43,no preamp,Unknown,50,SDHA,Test,20.1553662217436,0.94,Pass,0.054349316579291
S26-A44,no preamp,Unknown,50,SDHA,Test,19.9926365328402,0.93,Pass,0.054349316579291
S26-A45,no preamp,Unknown,50,SDHA,Test,20.0357582474287,0.93,Pass,0.054349316579291
S26-A46,no preamp,Unknown,50,SDHA,Test,20.2176498412529,0.92,Pass,0.054349316579291
S26-A47,no preamp,Unknown,50,SDHA,Test,20.0401132429562,0.92,Pass,0.054349316579291
S26-A48,no preamp,Unknown,50,SDHA,Test,20.3624205598862,0.94,Pass,0.054349316579291
S23-A01,,Unknown,1,b actin,Test,20.5733778143026,0.91,Pass,0.054349316579291
S23-A02,,Unknown,1,b actin,Test,20.4966697356506,0.93,Pass,0.054349316579291
S23-A03,,Unknown,1,b actin,Test,20.3344604674401,0.93,Pass,0.054349316579291
S23-A04,,Unknown,1,b actin,Test,20.7753338287878,0.92,Pass,0.054349316579291
S23-A05,,Unknown,1,b actin,Test,20.2597170595998,0.92,Pass,0.054349316579291
S23-A06,,Unknown,1,b actin,Test,20.0731327997032,0.91,Pass,0.054349316579291
S23-A07,,Unknown,1,b actin,Test,20.5569949739111,0.91,Pass,0.054349316579291
S23-A08,,Unknown,1,b actin,Test,20.5840935954671,0.91,Pass,0.054349316579291
S23-A09,,Unknown,1,b actin,Test,20.2344225281435,0.9,Pass,0.054349316579291
S23-A10,,Unknown,1,b actin,Test,20.7138171710341,0.91,Pass,0.054349316579291
S23-A11,,Unknown,1,b actin,Test,20.4832774322183,0.9,Pass,0.054349316579291
S23-A12,,Unknown,1,b actin,Test,20.1944060895327,0.91,Pass,0.054349316579291
S23-A13,,Unknown,1,GAPDH,Test,16.9996401989577,0.93,Pass,0.054349316579291
S23-A14,,Unknown,1,GAPDH,Test,16.8010770811629,0.93,Pass,0.054349316579291
S23-A15,,Unknown,1,GAPDH,Test,16.6553026966271,0.91,Pass,0.054349316579291
S23-A16,,Unknown,1,GAPDH,Test,17.0719932727628,0.93,Pass,0.054349316579291
S23-A17,,Unknown,1,GAPDH,Test,17.1355397493368,0.91,Pass,0.054349316579291
S23-A18,,Unknown,1,GAPDH,Test,16.61861848066,0.93,Pass,0.054349316579291
S23-A19,,Unknown,1,GAPDH,Test,16.9967591480757,0.93,Pass,0.054349316579291
S23-A20,,Unknown,1,GAPDH,Test,16.8288372694481,0.92,Pass,0.054349316579291
S23-A21,,Unknown,1,GAPDH,Test,16.5554766303216,0.91,Pass,0.054349316579291
S23-A22,,Unknown,1,GAPDH,Test,17.1025698842037,0.93,Pass,0.054349316579291
S23-A23,,Unknown,1,GAPDH,Test,16.8070238298827,0.93,Pass,0.054349316579291
S23-A24,,Unknown,1,GAPDH,Test,16.5593039011792,0.94,Pass,0.054349316579291
S23-A25,,Unknown,1,HPRT,Test,22.0825250253322,0.93,Pass,0.054349316579291
S23-A26,,Unknown,1,HPRT,Test,22.0068835411319,0.94,Pass,0.054349316579291
S23-A27,,Unknown,1,HPRT,Test,21.6080314048427,0.93,Pass,0.054349316579291
S23-A28,,Unknown,1,HPRT,Test,22.1572049365647,0.95,Pass,0.054349316579291
S23-A29,,Unknown,1,HPRT,Test,21.7613655841243,0.92,Pass,0.054349316579291
S23-A30,,Unknown,1,HPRT,Test,21.9485641375683,0.96,Pass,0.054349316579291
S23-A31,,Unknown,1,HPRT,Test,21.9040441932463,0.93,Pass,0.054349316579291
S23-A32,,Unknown,1,HPRT,Test,21.8443478338195,0.92,Pass,0.054349316579291
S23-A33,,Unknown,1,HPRT,Test,22.0388925878088,0.92,Pass,0.054349316579291
S23-A34,,Unknown,1,HPRT,Test,21.9962601208791,0.91,Pass,0.054349316579291
S23-A35,,Unknown,1,HPRT,Test,21.8427450094593,0.93,Pass,0.054349316579291
S23-A36,,Unknown,1,HPRT,Test,21.5775698378859,0.94,Pass,0.054349316579291
S23-A37,,Unknown,1,SDHA,Test,24.2850947190013,0.9,Pass,0.054349316579291
S23-A38,,Unknown,1,SDHA,Test,24.0559435929886,0.89,Pass,0.054349316579291
S23-A39,,Unknown,1,SDHA,Test,23.1157901064444,0.9,Pass,0.054349316579291
S23-A40,,Unknown,1,SDHA,Test,24.0413095866921,0.9,Pass,0.054349316579291
S23-A41,,Unknown,1,SDHA,Test,23.2981344175837,0.9,Pass,0.054349316579291
S23-A42,,Unknown,1,SDHA,Test,23.3158062055298,0.91,Pass,0.054349316579291
S23-A43,,Unknown,1,SDHA,Test,23.5879879647223,0.9,Pass,0.054349316579291
S23-A44,,Unknown,1,SDHA,Test,23.3569694149144,0.89,Pass,0.054349316579291
S23-A45,,Unknown,1,SDHA,Test,23.4817099199942,0.9,Pass,0.054349316579291
S23-A46,,Unknown,1,SDHA,Test,23.4806910560257,0.9,Pass,0.054349316579291
S23-A47,,Unknown,1,SDHA,Test,23.1777301286847,0.91,Pass,0.054349316579291
S23-A48,,Unknown,1,SDHA,Test,23.2799370462738,0.92,Pass,0.054349316579291
S25-A01,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S25-A02,no preamp,Unknown,50,b actin,Test,30.2948649173311,0.93,Pass,0.054349316579291
S25-A03,no preamp,Unknown,50,b actin,Test,27.3473717127924,0.96,Pass,0.054349316579291
S25-A04,no preamp,Unknown,50,b actin,Test,27.5847117310015,0.92,Pass,0.054349316579291
S25-A05,no preamp,Unknown,50,b actin,Test,26.8400077302415,0.94,Pass,0.054349316579291
S25-A06,no preamp,Unknown,50,b actin,Test,27.2121882631782,0.94,Pass,0.054349316579291
S25-A07,no preamp,Unknown,50,b actin,Test,26.957917641322,0.94,Pass,0.054349316579291
S25-A08,no preamp,Unknown,50,b actin,Test,27.5374058670382,0.94,Pass,0.054349316579291
S25-A09,no preamp,Unknown,50,b actin,Test,29.3799783189852,0.9,Pass,0.054349316579291
S25-A10,no preamp,Unknown,50,b actin,Test,27.8273978597706,0.94,Pass,0.054349316579291
S25-A11,no preamp,Unknown,50,b actin,Test,28.5249251176459,0.92,Pass,0.054349316579291
S25-A12,no preamp,Unknown,50,b actin,Test,26.1519089679463,0.94,Pass,0.054349316579291
S25-A13,no preamp,Unknown,50,GAPDH,Test,23.2719492433925,0.91,Pass,0.054349316579291
S25-A14,no preamp,Unknown,50,GAPDH,Test,22.9461267541057,0.91,Pass,0.054349316579291
S25-A15,no preamp,Unknown,50,GAPDH,Test,22.6703676997485,0.9,Pass,0.054349316579291
S25-A16,no preamp,Unknown,50,GAPDH,Test,23.1001758621866,0.91,Pass,0.054349316579291
S25-A17,no preamp,Unknown,50,GAPDH,Test,22.9898165962493,0.9,Pass,0.054349316579291
S25-A18,no preamp,Unknown,50,GAPDH,Test,22.414512411968,0.88,Pass,0.054349316579291
S25-A19,no preamp,Unknown,50,GAPDH,Test,22.722672481427,0.82,Pass,0.054349316579291
S25-A20,no preamp,Unknown,50,GAPDH,Test,22.4877631970171,0.91,Pass,0.054349316579291
S25-A21,no preamp,Unknown,50,GAPDH,Test,22.0847948939496,0.85,Pass,0.054349316579291
S25-A22,no preamp,Unknown,50,GAPDH,Test,22.7098544980726,0.91,Pass,0.054349316579291
S25-A23,no preamp,Unknown,50,GAPDH,Test,22.2882584588953,0.91,Pass,0.054349316579291
S25-A24,no preamp,Unknown,50,GAPDH,Test,22.0880744946799,0.89,Pass,0.054349316579291
S25-A25,no preamp,Unknown,50,HPRT,Test,24.4451591383255,0.96,Pass,0.054349316579291
S25-A26,no preamp,Unknown,50,HPRT,Test,24.3759723990602,0.96,Pass,0.054349316579291
S25-A27,no preamp,Unknown,50,HPRT,Test,24.1274257786754,0.95,Pass,0.054349316579291
S25-A28,no preamp,Unknown,50,HPRT,Test,24.1280091543102,0.96,Pass,0.054349316579291
S25-A29,no preamp,Unknown,50,HPRT,Test,24.6106841764221,0.96,Pass,0.054349316579291
S25-A30,no preamp,Unknown,50,HPRT,Test,24.3572282142141,0.96,Pass,0.054349316579291
S25-A31,no preamp,Unknown,50,HPRT,Test,24.2195146318627,0.96,Pass,0.054349316579291
S25-A32,no preamp,Unknown,50,HPRT,Test,24.4299797730234,0.96,Pass,0.054349316579291
S25-A33,no preamp,Unknown,50,HPRT,Test,24.6627734572795,0.96,Pass,0.054349316579291
S25-A34,no preamp,Unknown,50,HPRT,Test,24.8724348700231,0.96,Pass,0.054349316579291
S25-A35,no preamp,Unknown,50,HPRT,Test,24.2416107498101,0.96,Pass,0.054349316579291
S25-A36,no preamp,Unknown,50,HPRT,Test,24.0440174765826,0.94,Pass,0.054349316579291
S25-A37,no preamp,Unknown,50,SDHA,Test,20.3764570711138,0.93,Pass,0.054349316579291
S25-A38,no preamp,Unknown,50,SDHA,Test,20.2243374898311,0.93,Pass,0.054349316579291
S25-A39,no preamp,Unknown,50,SDHA,Test,19.8774383997712,0.92,Pass,0.054349316579291
S25-A40,no preamp,Unknown,50,SDHA,Test,20.3840837371455,0.91,Pass,0.054349316579291
S25-A41,no preamp,Unknown,50,SDHA,Test,20.2730939437132,0.93,Pass,0.054349316579291
S25-A42,no preamp,Unknown,50,SDHA,Test,20.3649838215738,0.93,Pass,0.054349316579291
S25-A43,no preamp,Unknown,50,SDHA,Test,20.2716664324114,0.94,Pass,0.054349316579291
S25-A44,no preamp,Unknown,50,SDHA,Test,20.2032345878165,0.93,Pass,0.054349316579291
S25-A45,no preamp,Unknown,50,SDHA,Test,20.2196435014111,0.92,Pass,0.054349316579291
S25-A46,no preamp,Unknown,50,SDHA,Test,20.3182331447011,0.92,Pass,0.054349316579291
S25-A47,no preamp,Unknown,50,SDHA,Test,20.4177035263373,0.93,Pass,0.054349316579291
S25-A48,no preamp,Unknown,50,SDHA,Test,20.9930755060924,0.94,Pass,0.054349316579291
S22-A01,,Unknown,1,b actin,Test,19.9454349879598,0.73,Pass,0.054349316579291
S22-A02,,Unknown,1,b actin,Test,20.0835490053091,0.91,Pass,0.054349316579291
S22-A03,,Unknown,1,b actin,Test,20.3349941259226,0.9,Pass,0.054349316579291
S22-A04,,Unknown,1,b actin,Test,20.5147427675305,0.92,Pass,0.054349316579291
S22-A05,,Unknown,1,b actin,Test,20.0144292164887,0.91,Pass,0.054349316579291
S22-A06,,Unknown,1,b actin,Test,19.2084702293908,0.89,Pass,0.054349316579291
S22-A07,,Unknown,1,b actin,Test,20.2157485595451,0.88,Pass,0.054349316579291
S22-A08,,Unknown,1,b actin,Test,20.0842048511167,0.89,Pass,0.054349316579291
S22-A09,,Unknown,1,b actin,Test,20.0774097934451,0.89,Pass,0.054349316579291
S22-A10,,Unknown,1,b actin,Test,20.1268045192357,0.85,Pass,0.054349316579291
S22-A11,,Unknown,1,b actin,Test,20.2128775934063,0.87,Pass,0.054349316579291
S22-A12,,Unknown,1,b actin,Test,19.8622575532852,0.87,Pass,0.054349316579291
S22-A13,,Unknown,1,GAPDH,Test,16.682884063724,0.94,Pass,0.054349316579291
S22-A14,,Unknown,1,GAPDH,Test,16.5866960782673,0.95,Pass,0.054349316579291
S22-A15,,Unknown,1,GAPDH,Test,16.395752962833,0.96,Pass,0.054349316579291
S22-A16,,Unknown,1,GAPDH,Test,16.7911855779645,0.91,Pass,0.054349316579291
S22-A17,,Unknown,1,GAPDH,Test,16.7717819536914,0.92,Pass,0.054349316579291
S22-A18,,Unknown,1,GAPDH,Test,16.2689537484649,0.97,Pass,0.054349316579291
S22-A19,,Unknown,1,GAPDH,Test,16.7938198046156,0.93,Pass,0.054349316579291
S22-A20,,Unknown,1,GAPDH,Test,16.5549192548458,0.95,Pass,0.054349316579291
S22-A21,,Unknown,1,GAPDH,Test,16.3588626364801,0.97,Pass,0.054349316579291
S22-A22,,Unknown,1,GAPDH,Test,16.8007693833936,0.89,Pass,0.054349316579291
S22-A23,,Unknown,1,GAPDH,Test,16.5301393532938,0.96,Pass,0.054349316579291
S22-A24,,Unknown,1,GAPDH,Test,16.0919266428944,0.96,Pass,0.054349316579291
S22-A25,,Unknown,1,HPRT,Test,21.4498234870362,0.87,Pass,0.054349316579291
